,Y,Customer_Type,P_Client,Educational_Level,Marital_Status,Number_Of_Dependant,Years_At_Residence,Net_Annual_Income,Years_At_Business,Prod_Sub_Category,Source,Type_Of_Residence,Nb_Of_Products,Prod_Category,sub_delay,is_closed_date,bussiness_salaries,Nb_salaries,money_by_person
1012,0,Non Existing Client,NP_Client,University,Married,2.0,12,108.0,9.0,C,Branch,Owned,1,B,6,0,10.8,54.0,36.0
1013,0,Existing Client,NP_Client,University,Married,1.0,15,1000.0,5.0,P,Branch,Owned,2,E,156,1,166.66666666666666,333.3333333333333,500.0
1014,0,Existing Client,NP_Client,University,Married,2.0,7,120.0,24.0,P,Branch,Owned,1,E,2825,0,4.8,60.0,40.0
1015,0,Non Existing Client,NP_Client,University,Alone,0.0,11,36.0,3.0,C,Sales,Owned,1,B,14,1,9.0,18.0,36.0
1016,0,Non Existing Client,NP_Client,University,Married,1.0,1,24.0,1.0,C,Sales,Owned,2,L,6,1,12.0,8.0,12.0
1017,1,Non Existing Client,NP_Client,University,Alone,0.0,10,18.0,1.0,C,Sales,Parents,1,B,3,1,9.0,9.0,18.0
1018,1,Non Existing Client,NP_Client,University,Alone,0.0,1,36.0,1.0,C,Branch,Old rent,1,B,4,1,18.0,18.0,36.0
1019,0,Existing Client,NP_Client,Master/PhD,Married,2.0,3,800.0,10.0,G,Branch,New rent,1,B,50,0,72.72727272727273,400.0,266.6666666666667
1020,0,Non Existing Client,NP_Client,University,Married,0.0,12,18.0,2.0,C,Sales,New rent,1,B,13,0,6.0,9.0,18.0
1021,0,Non Existing Client,NP_Client,University,Married,2.0,1,36.0,1.0,C,Sales,Owned,1,D,2,0,18.0,18.0,12.0
1022,0,Non Existing Client,NP_Client,Master/PhD,Married,2.0,1,20.0,1.0,G,Sales,Owned,1,C,8,0,10.0,10.0,6.666666666666667
1023,0,Non Existing Client,NP_Client,University,Married,0.0,4,24.0,1.0,G,Branch,Old rent,1,B,6,0,12.0,12.0,24.0
1024,0,Existing Client,NP_Client,University,Alone,0.0,1,20.0,1.0,C,Sales,Owned,1,J,645,0,10.0,10.0,20.0
1025,0,Existing Client,NP_Client,University,Married,0.0,1,36.0,1.0,C,Sales,Owned,1,B,959,0,18.0,18.0,36.0
1026,0,Non Existing Client,NP_Client,University,Married,3.0,21,40.0,15.0,C,Branch,Owned,1,D,8,0,2.5,20.0,10.0
1027,0,Non Existing Client,NP_Client,University,Married,0.0,20,18.0,2.0,C,Sales,Owned,1,D,1,1,6.0,9.0,18.0
1028,0,Non Existing Client,NP_Client,University,Married,3.0,1,36.0,1.0,C,Sales,Owned,1,B,3,0,18.0,18.0,9.0
1029,0,Existing Client,NP_Client,Master/PhD,Married,4.0,15,150.0,20.0,G,Branch,Old rent,1,M,12,0,7.142857142857143,75.0,30.0
1030,0,Existing Client,NP_Client,University,Alone,0.0,21,36.0,0.0,C,Branch,Owned,1,J,216,0,36.0,18.0,36.0
1031,0,Non Existing Client,NP_Client,Master/PhD,Married,2.0,5,25.0,1.0,C,Sales,Owned,1,C,8,0,12.5,12.5,8.333333333333334
1032,0,Non Existing Client,NP_Client,University,Married,1.0,7,18.0,2.0,C,Sales,Owned,1,B,14,0,6.0,9.0,9.0
1033,0,Non Existing Client,NP_Client,University,Married,2.0,4,30.0,7.0,C,Branch,Parents,1,B,1,1,3.75,15.0,10.0
1034,0,Existing Client,P_Client,University,Married,0.0,15,36.0,1.0,C,Sales,Owned,1,B,250,0,18.0,18.0,36.0
1035,0,Non Existing Client,NP_Client,University,Married,4.0,1,36.0,1.0,C,Sales,Owned,1,B,6,0,18.0,18.0,7.2
1036,0,Existing Client,NP_Client,University,Married,0.0,15,36.0,1.0,C,Sales,Owned,2,B,203,1,18.0,12.0,36.0
1037,0,Non Existing Client,NP_Client,University,Married,2.0,8,66.0,3.0,G,Branch,Owned,1,K,18,0,16.5,33.0,22.0
1038,0,Existing Client,P_Client,University,Married,0.0,2,26.0,4.0,G,Branch,Owned,1,B,551,0,5.2,13.0,26.0
1039,0,Existing Client,NP_Client,Master/PhD,Alone,0.0,10,50.0,12.0,C,Sales,Owned,1,C,350,0,3.8461538461538463,25.0,50.0
1040,0,Non Existing Client,NP_Client,University,Married,1.0,2,80.0,3.0,C,Sales,Owned,1,B,2,0,20.0,40.0,40.0
1041,0,Non Existing Client,NP_Client,University,Alone,0.0,2,25.0,21.0,C,Sales,Owned,1,B,19,0,1.1363636363636365,12.5,25.0
1042,1,Existing Client,NP_Client,University,Alone,0.0,8,38.0,2.0,C,Sales,Owned,1,L,18,1,12.666666666666666,19.0,38.0
1043,0,Existing Client,NP_Client,University,Married,0.0,15,96.0,1.0,G,Branch,Owned,2,L,2950,1,48.0,32.0,96.0
1044,0,Existing Client,NP_Client,University,Married,0.0,2,20.0,1.0,C,Sales,New rent,1,B,208,0,10.0,10.0,20.0
1045,0,Existing Client,NP_Client,University,Married,3.0,22,36.0,22.0,C,Sales,Old rent,1,B,27,1,1.565217391304348,18.0,9.0
1046,0,Non Existing Client,NP_Client,University,Married,0.0,15,50.0,1.0,G,Sales,Owned,1,C,19,0,25.0,25.0,50.0
1047,0,Existing Client,P_Client,University,Alone,0.0,24,26.0,3.0,C,Branch,Owned,1,G,601,0,6.5,13.0,26.0
1048,0,Non Existing Client,NP_Client,University,Married,2.0,15,200.0,1.0,C,Sales,Owned,2,B,4,1,100.0,66.66666666666667,66.66666666666667
1049,0,Non Existing Client,NP_Client,University,Married,2.0,1,36.0,1.0,C,Sales,Owned,1,B,1,0,18.0,18.0,12.0
1050,0,Existing Client,NP_Client,University,Married,0.0,10,20.0,1.0,C,Sales,Owned,2,B,1204,1,10.0,6.666666666666667,20.0
1051,0,Non Existing Client,NP_Client,Master/PhD,Married,0.0,1,18.0,3.0,C,Branch,Owned,1,B,39,1,4.5,9.0,18.0
1052,0,Non Existing Client,NP_Client,University,Married,4.0,22,18.0,2.0,C,Sales,Owned,2,B,0,0,6.0,6.0,3.6
1053,0,Existing Client,NP_Client,University,Alone,0.0,10,250.0,5.0,P,Branch,Owned,1,E,1036,0,41.666666666666664,125.0,250.0
1054,0,Non Existing Client,NP_Client,University,Married,2.0,10,35.0,12.0,C,Branch,Owned,1,K,35,0,2.6923076923076925,17.5,11.666666666666666
1055,0,Existing Client,NP_Client,University,Married,0.0,15,36.0,1.0,G,Sales,Owned,1,C,1029,0,18.0,18.0,36.0
1056,0,Non Existing Client,NP_Client,University,Married,3.0,10,36.0,1.0,C,Sales,Owned,1,D,5,0,18.0,18.0,9.0
1057,0,Non Existing Client,NP_Client,University,Married,2.0,10,36.0,1.0,C,Sales,Owned,1,B,5,0,18.0,18.0,12.0
1058,0,Existing Client,NP_Client,University,Alone,0.0,5,36.0,4.0,C,Branch,Owned,1,J,1270,0,7.2,18.0,36.0
1059,0,Existing Client,P_Client,University,Married,0.0,10,36.0,3.0,C,Sales,Owned,2,B,6249,1,9.0,12.0,36.0
1060,0,Non Existing Client,NP_Client,University,Alone,0.0,20,27.0,4.0,C,Branch,Parents,1,K,13,0,5.4,13.5,27.0
1061,0,Existing Client,NP_Client,University,Married,0.0,10,36.0,3.0,C,Sales,Owned,1,B,1204,0,9.0,18.0,36.0
1062,0,Non Existing Client,NP_Client,University,Married,0.0,11,36.0,10.0,C,Sales,Owned,1,B,2,0,3.272727272727273,18.0,36.0
1063,0,Existing Client,NP_Client,University,Married,0.0,10,50.0,10.0,C,Sales,Owned,1,B,786,0,4.545454545454546,25.0,50.0
1064,0,Non Existing Client,NP_Client,Master/PhD,Married,2.0,14,120.0,1.0,C,Sales,Old rent,1,B,11,0,60.0,60.0,40.0
1065,0,Existing Client,NP_Client,University,Married,2.0,20,111.0,16.0,G,Branch,Owned,2,B,6,1,6.529411764705882,37.0,37.0
1066,0,Existing Client,NP_Client,Master/PhD,Married,2.0,10,18.0,1.0,G,Sales,Owned,2,C,85,0,9.0,6.0,6.0
1067,0,Non Existing Client,NP_Client,University,Alone,0.0,10,36.0,3.0,C,Sales,Owned,1,B,4,0,9.0,18.0,36.0
1068,0,Non Existing Client,NP_Client,University,Married,0.0,40,18.0,2.0,C,Sales,Owned,1,B,3,0,6.0,9.0,18.0
1069,0,Non Existing Client,NP_Client,University,Alone,1.0,10,24.0,2.0,C,Branch,Owned,1,K,8,0,8.0,12.0,12.0
1070,0,Non Existing Client,NP_Client,University,Married,0.0,1,36.0,1.0,C,Sales,Owned,1,B,1,0,18.0,18.0,36.0
1071,0,Existing Client,NP_Client,University,Alone,0.0,10,49.0,2.0,C,Sales,Owned,1,L,40,0,16.333333333333332,24.5,49.0
1072,0,Non Existing Client,NP_Client,University,Married,0.0,10,36.0,1.0,C,Sales,Owned,1,D,3,0,18.0,18.0,36.0
1073,0,Non Existing Client,NP_Client,University,Married,0.0,15,240.0,5.0,C,Sales,Owned,1,B,2,0,40.0,120.0,240.0
1074,0,Existing Client,NP_Client,University,Married,0.0,10,20.0,10.0,C,Sales,Owned,1,B,69,0,1.8181818181818181,10.0,20.0
1075,0,Non Existing Client,NP_Client,University,Married,0.0,8,25.0,1.0,C,Sales,Owned,2,B,3,1,12.5,8.333333333333334,25.0
1076,0,Existing Client,P_Client,University,Married,3.0,1,105.0,8.0,G,Branch,Owned,1,G,1386,0,11.666666666666666,52.5,26.25
1077,0,Non Existing Client,NP_Client,University,Married,2.0,8,20.0,1.0,C,Sales,Owned,1,B,6,0,10.0,10.0,6.666666666666667
1078,0,Non Existing Client,NP_Client,University,Married,0.0,10,36.0,10.0,C,Sales,Owned,1,B,1,0,3.272727272727273,18.0,36.0
1079,0,Non Existing Client,NP_Client,University,Married,0.0,10,36.0,10.0,C,Sales,Owned,1,B,7,0,3.272727272727273,18.0,36.0
1080,0,Existing Client,NP_Client,University,Alone,2.0,34,24.0,11.0,G,Branch,Owned,1,C,1289,0,2.0,12.0,8.0
1081,0,Non Existing Client,NP_Client,University,Married,3.0,5,18.0,2.0,C,Sales,Owned,1,D,1,0,6.0,9.0,4.5
1082,0,Non Existing Client,NP_Client,University,Married,0.0,7,36.0,1.0,C,Sales,Owned,1,B,5,1,18.0,18.0,36.0
1083,0,Existing Client,P_Client,University,Married,3.0,12,78.0,12.0,G,Branch,Owned,1,G,2441,0,6.0,39.0,19.5
1084,0,Existing Client,NP_Client,University,Married,0.0,1,25.0,1.0,C,Sales,Owned,1,B,1709,1,12.5,12.5,25.0
1085,0,Non Existing Client,NP_Client,University,Married,0.0,20,12.0,30.0,C,Branch,Owned,1,B,1,0,0.3870967741935484,6.0,12.0
1086,0,Existing Client,NP_Client,University,Married,2.0,6,120.0,1.0,P,Branch,Owned,1,E,7159,0,60.0,60.0,40.0
1087,0,Non Existing Client,NP_Client,University,Married,2.0,1,36.0,1.0,C,Sales,Owned,1,D,5,0,18.0,18.0,12.0
1088,0,Existing Client,NP_Client,University,Married,3.0,19,36.0,1.0,C,Sales,Old rent,1,K,384,0,18.0,18.0,9.0
1089,0,Non Existing Client,NP_Client,University,Married,2.0,20,20.0,1.0,C,Sales,Owned,1,B,7,0,10.0,10.0,6.666666666666667
1090,0,Non Existing Client,NP_Client,University,Married,0.0,5,20.0,1.0,C,Branch,Owned,1,B,1,1,10.0,10.0,20.0
1091,0,Non Existing Client,NP_Client,University,Alone,0.0,15,30.0,1.0,C,Sales,Owned,2,C,17,0,15.0,10.0,30.0
1092,0,Non Existing Client,NP_Client,University,Married,0.0,6,20.0,1.0,C,Branch,Owned,2,D,16,1,10.0,6.666666666666667,20.0
1093,0,Non Existing Client,NP_Client,University,Alone,0.0,22,18.0,2.0,C,Sales,Owned,1,B,5,0,6.0,9.0,18.0
1094,0,Existing Client,NP_Client,University,Married,0.0,15,100.0,1.0,G,Sales,Owned,1,C,1880,0,50.0,50.0,100.0
1095,0,Non Existing Client,NP_Client,University,Married,2.0,12,18.0,2.0,C,Sales,Owned,1,D,1,0,6.0,9.0,6.0
1096,0,Non Existing Client,NP_Client,University,Married,0.0,2,18.0,1.0,C,Sales,Owned,1,B,1,0,9.0,9.0,18.0
1097,0,Existing Client,NP_Client,University,Married,0.0,11,36.0,11.0,G,Sales,Owned,1,B,1985,0,3.0,18.0,36.0
1098,0,Existing Client,NP_Client,University,Married,2.0,22,500.0,14.0,G,Branch,Owned,1,C,909,0,33.333333333333336,250.0,166.66666666666666
1099,0,Non Existing Client,NP_Client,University,Married,0.0,1,36.0,1.0,G,Sales,Owned,1,C,35,0,18.0,18.0,36.0
1100,0,Existing Client,NP_Client,University,Married,4.0,20,71.0,20.0,C,Branch,Owned,1,K,848,0,3.380952380952381,35.5,14.2
1101,0,Existing Client,NP_Client,University,Married,3.0,15,36.0,15.0,C,Sales,Owned,1,B,973,1,2.25,18.0,9.0
1102,0,Non Existing Client,NP_Client,University,Married,0.0,15,30.0,1.0,C,Sales,Owned,1,D,5,0,15.0,15.0,30.0
1103,0,Existing Client,P_Client,University,Married,2.0,10,19.0,10.0,C,Sales,Owned,1,G,1089,0,1.7272727272727273,9.5,6.333333333333333
1104,0,Non Existing Client,NP_Client,University,Married,2.0,1,36.0,1.0,C,Sales,Owned,1,B,1,0,18.0,18.0,12.0
1105,0,Existing Client,NP_Client,Master/PhD,Married,2.0,8,120.0,14.0,G,Branch,Owned,1,C,273,0,8.0,60.0,40.0
1106,0,Existing Client,NP_Client,University,Married,4.0,1,36.0,1.0,C,Sales,Owned,1,M,34,0,18.0,18.0,7.2
1107,0,Existing Client,P_Client,University,Married,2.0,1,20.0,1.0,C,Sales,Owned,1,B,1030,0,10.0,10.0,6.666666666666667
1108,0,Non Existing Client,NP_Client,University,Married,2.0,12,18.0,1.0,C,Sales,Owned,1,B,1,0,9.0,9.0,6.0
1109,0,Non Existing Client,NP_Client,University,Married,0.0,10,36.0,31.0,C,Sales,Owned,1,D,1,0,1.125,18.0,36.0
1110,0,Non Existing Client,NP_Client,University,Married,0.0,4,36.0,4.0,C,Sales,Owned,1,B,3,0,7.2,18.0,36.0
1111,0,Existing Client,P_Client,University,Married,1.0,10,36.0,10.0,C,Sales,Owned,1,B,1303,0,3.272727272727273,18.0,18.0
1112,0,Non Existing Client,NP_Client,University,Married,2.0,35,36.0,1.0,C,Sales,Owned,1,B,8,0,18.0,18.0,12.0
1113,0,Existing Client,P_Client,Master/PhD,Alone,0.0,10,147.0,0.0,G,Branch,Parents,1,G,208,1,147.0,73.5,147.0
1114,0,Existing Client,NP_Client,University,Married,4.0,20,420.0,20.0,P,Branch,Owned,1,E,4102,0,20.0,210.0,84.0
1115,0,Non Existing Client,NP_Client,University,Alone,0.0,1,36.0,1.0,C,Sales,Owned,1,B,1,0,18.0,18.0,36.0
1116,1,Existing Client,NP_Client,University,Married,3.0,11,30.0,2.0,C,Sales,Owned,1,L,9,1,10.0,15.0,7.5
1117,0,Non Existing Client,NP_Client,University,Married,2.0,1,36.0,1.0,C,Sales,Owned,2,B,2,1,18.0,12.0,12.0
1118,0,Existing Client,NP_Client,University,Alone,0.0,22,18.0,2.0,C,Sales,Owned,1,B,1750,0,6.0,9.0,18.0
1119,0,Existing Client,NP_Client,Master/PhD,Married,0.0,30,50.0,10.0,G,Sales,Owned,1,C,241,0,4.545454545454546,25.0,50.0
1120,0,Existing Client,P_Client,University,Alone,0.0,10,24.0,11.0,C,Branch,Parents,1,B,126,1,2.0,12.0,24.0
1121,0,Non Existing Client,NP_Client,University,Married,2.0,7,54.0,7.0,C,Branch,Owned,1,D,26,0,6.75,27.0,18.0
1122,0,Non Existing Client,NP_Client,University,Alone,0.0,15,20.0,1.0,C,Sales,Owned,1,B,1,0,10.0,10.0,20.0
1123,0,Existing Client,P_Client,University,Alone,0.0,8,42.0,2.0,C,Branch,Parents,1,G,648,0,14.0,21.0,42.0
1124,0,Non Existing Client,NP_Client,University,Married,1.0,25,24.0,3.0,C,Branch,Old rent,1,B,4,0,6.0,12.0,12.0
1125,1,Non Existing Client,NP_Client,University,Married,0.0,15,30.0,1.0,C,Sales,Owned,1,B,1,1,15.0,15.0,30.0
1126,0,Non Existing Client,NP_Client,Master/PhD,Alone,0.0,2,186.0,5.0,G,Branch,Owned,1,K,27,0,31.0,93.0,186.0
1127,0,Existing Client,NP_Client,University,Married,1.0,2,50.0,3.0,C,Branch,Owned,1,D,1935,0,12.5,25.0,25.0
1128,0,Non Existing Client,NP_Client,University,Alone,0.0,3,27.0,2.0,C,Branch,Owned,2,K,9,1,9.0,9.0,27.0
1129,0,Existing Client,NP_Client,University,Married,0.0,30,18.0,2.0,C,Sales,Owned,1,B,1,1,6.0,9.0,18.0
1130,0,Non Existing Client,NP_Client,University,Married,3.0,4,60.0,10.0,C,Branch,Owned,1,B,4165,0,5.454545454545454,30.0,15.0
1131,0,Existing Client,NP_Client,Master/PhD,Alone,0.0,20,50.0,10.0,C,Sales,Owned,1,C,44,0,4.545454545454546,25.0,50.0
1132,0,Existing Client,NP_Client,University,Married,3.0,30,90.0,16.0,C,Branch,Old rent,1,B,2093,0,5.294117647058823,45.0,22.5
1133,0,Non Existing Client,NP_Client,University,Married,0.0,10,36.0,1.0,C,Sales,Owned,1,B,6,0,18.0,18.0,36.0
1134,0,Non Existing Client,NP_Client,University,Married,0.0,15,36.0,1.0,C,Sales,Owned,1,B,1,0,18.0,18.0,36.0
1135,0,Existing Client,NP_Client,University,Married,0.0,10,36.0,3.0,C,Sales,Owned,1,B,668,1,9.0,18.0,36.0
1136,0,Non Existing Client,NP_Client,University,Alone,0.0,10,36.0,3.0,C,Sales,Owned,1,D,2,0,9.0,18.0,36.0
1137,0,Existing Client,NP_Client,University,Alone,0.0,29,36.0,5.0,C,Branch,Old rent,1,L,8,0,6.0,18.0,36.0
1138,0,Existing Client,NP_Client,Master/PhD,Married,0.0,9,18.0,2.0,G,Sales,Owned,1,C,696,0,6.0,9.0,18.0
1139,0,Existing Client,NP_Client,University,Married,3.0,5,1200.0,18.0,P,Branch,Owned,1,E,2322,0,63.1578947368421,600.0,300.0
1140,0,Existing Client,NP_Client,University,Married,0.0,10,50.0,5.0,G,Sales,Owned,1,C,917,0,8.333333333333334,25.0,50.0
1141,0,Non Existing Client,NP_Client,University,Married,0.0,20,18.0,2.0,C,Sales,Owned,1,B,1,0,6.0,9.0,18.0
1142,0,Non Existing Client,NP_Client,University,Married,4.0,13,20.0,1.0,C,Sales,Owned,1,B,3,0,10.0,10.0,4.0
1143,0,Existing Client,NP_Client,University,Married,0.0,20,36.0,6.0,C,Sales,Owned,1,B,1915,1,5.142857142857143,18.0,36.0
1144,0,Non Existing Client,NP_Client,University,Married,0.0,15,36.0,1.0,C,Sales,Owned,1,B,1,0,18.0,18.0,36.0
1145,0,Existing Client,NP_Client,University,Married,0.0,20,18.0,2.0,C,Sales,Owned,1,B,1303,0,6.0,9.0,18.0
1146,0,Existing Client,NP_Client,University,Married,3.0,40,19.0,4.0,C,Sales,Owned,2,L,27,1,3.8,6.333333333333333,4.75
1147,0,Non Existing Client,NP_Client,University,Married,2.0,9,20.0,1.0,C,Sales,Owned,1,B,11,0,10.0,10.0,6.666666666666667
1148,0,Existing Client,P_Client,University,Married,3.0,5,102.0,1.0,G,Branch,Owned,1,G,446,0,51.0,51.0,25.5
1149,0,Existing Client,NP_Client,Master/PhD,Married,2.0,4,120.0,22.0,G,Branch,Owned,1,B,314,0,5.217391304347826,60.0,40.0
1150,0,Non Existing Client,NP_Client,University,Married,0.0,15,30.0,1.0,C,Sales,Owned,1,B,6,0,15.0,15.0,30.0
1151,0,Non Existing Client,NP_Client,University,Married,2.0,9,18.0,2.0,C,Sales,Owned,1,B,1,0,6.0,9.0,6.0
1152,0,Non Existing Client,NP_Client,University,Married,0.0,2,18.0,2.0,C,Sales,Owned,1,B,1,0,6.0,9.0,18.0
1153,0,Non Existing Client,NP_Client,University,Married,2.0,1,36.0,1.0,C,Sales,Owned,1,D,1,0,18.0,18.0,12.0
1154,0,Non Existing Client,NP_Client,University,Married,2.0,45,50.0,10.0,C,Sales,Owned,1,B,1,0,4.545454545454546,25.0,16.666666666666668
1155,0,Existing Client,NP_Client,University,Married,0.0,10,36.0,3.0,G,Sales,Owned,1,C,1478,0,9.0,18.0,36.0
1156,0,Existing Client,NP_Client,University,Married,0.0,10,36.0,3.0,G,Sales,Owned,1,B,8400,0,9.0,18.0,36.0
1157,0,Non Existing Client,NP_Client,University,Married,3.0,12,25.0,1.0,C,Sales,Owned,1,D,1,0,12.5,12.5,6.25
1158,0,Existing Client,NP_Client,University,Married,0.0,1,36.0,1.0,C,Sales,Owned,1,L,30,0,18.0,18.0,36.0
1159,0,Non Existing Client,NP_Client,University,Married,2.0,12,18.0,2.0,C,Sales,Owned,1,B,9,0,6.0,9.0,6.0
1160,0,Existing Client,NP_Client,University,Married,2.0,38,25.0,1.0,C,Sales,Owned,1,B,3332,0,12.5,12.5,8.333333333333334
1161,0,Non Existing Client,NP_Client,University,Married,3.0,26,18.0,2.0,C,Sales,Owned,1,B,6,0,6.0,9.0,4.5
1162,0,Non Existing Client,NP_Client,University,Alone,0.0,1,36.0,1.0,C,Sales,Owned,1,B,3,0,18.0,18.0,36.0
1163,0,Existing Client,NP_Client,University,Married,4.0,3,18.0,1.0,C,Sales,Owned,1,B,934,0,9.0,9.0,3.6
1164,1,Non Existing Client,NP_Client,University,Married,2.0,10,20.0,1.0,C,Branch,Owned,1,B,21,1,10.0,10.0,6.666666666666667
1165,1,Non Existing Client,NP_Client,University,Married,0.0,15,30.0,1.0,C,Sales,Owned,1,B,7,1,15.0,15.0,30.0
1166,0,Non Existing Client,NP_Client,University,Married,0.0,12,50.0,10.0,C,Sales,Owned,1,B,2,0,4.545454545454546,25.0,50.0
1167,0,Existing Client,NP_Client,University,Married,0.0,12,18.0,2.0,C,Sales,Owned,1,B,70,0,6.0,9.0,18.0
1168,0,Non Existing Client,NP_Client,University,Married,1.0,16,18.0,2.0,C,Sales,Owned,1,B,5,0,6.0,9.0,9.0
1169,0,Non Existing Client,NP_Client,University,Married,2.0,20,30.0,0.0,C,Branch,Old rent,1,B,1,0,30.0,15.0,10.0
1170,0,Existing Client,P_Client,Master/PhD,Married,3.0,27,214.0,2.0,G,Branch,Owned,1,G,881,0,71.33333333333333,107.0,53.5
1171,0,Existing Client,NP_Client,University,Married,3.0,2,18.0,2.0,C,Sales,Owned,1,B,2772,0,6.0,9.0,4.5
1172,1,Existing Client,NP_Client,University,Married,2.0,15,27.0,4.0,C,Branch,Old rent,1,L,70,1,5.4,13.5,9.0
1173,0,Existing Client,NP_Client,Master/PhD,Married,0.0,10,50.0,10.0,C,Sales,Owned,1,C,1050,0,4.545454545454546,25.0,50.0
1174,0,Existing Client,NP_Client,University,Married,0.0,1,20.0,1.0,C,Sales,Owned,1,B,740,1,10.0,10.0,20.0
1175,0,Non Existing Client,NP_Client,University,Married,0.0,15,36.0,1.0,C,Sales,Owned,1,B,1,0,18.0,18.0,36.0
1176,0,Non Existing Client,NP_Client,University,Married,0.0,7,18.0,2.0,C,Sales,Owned,2,B,5,0,6.0,6.0,18.0
1177,0,Non Existing Client,NP_Client,University,Alone,0.0,30,25.0,1.0,C,Sales,Owned,1,B,3,0,12.5,12.5,25.0
1178,0,Non Existing Client,NP_Client,University,Alone,1.0,22,18.0,2.0,C,Sales,Owned,1,B,1,0,6.0,9.0,9.0
1179,0,Non Existing Client,NP_Client,University,Alone,0.0,1,36.0,1.0,C,Sales,Owned,1,D,2,0,18.0,18.0,36.0
1180,0,Existing Client,NP_Client,University,Married,3.0,30,36.0,30.0,C,Sales,Owned,1,B,759,0,1.1612903225806452,18.0,9.0
1181,0,Existing Client,NP_Client,University,Married,0.0,10,36.0,3.0,C,Sales,Owned,1,B,2706,0,9.0,18.0,36.0
1182,0,Non Existing Client,NP_Client,University,Married,0.0,20,50.0,20.0,C,Sales,Owned,1,B,3,0,2.380952380952381,25.0,50.0
1183,0,Non Existing Client,NP_Client,University,Married,2.0,10,36.0,1.0,C,Sales,Owned,1,B,1,0,18.0,18.0,12.0
1184,0,Non Existing Client,NP_Client,University,Married,3.0,10,36.0,3.0,C,Sales,Owned,1,B,3,0,9.0,18.0,9.0
1185,0,Non Existing Client,NP_Client,University,Alone,0.0,1,36.0,1.0,C,Sales,Owned,1,B,1,0,18.0,18.0,36.0
1186,0,Non Existing Client,NP_Client,University,Married,0.0,1,36.0,1.0,C,Sales,Owned,1,B,2,0,18.0,18.0,36.0
1187,0,Existing Client,P_Client,University,Alone,0.0,4,60.0,4.0,C,Branch,Company,1,H,232,0,12.0,30.0,60.0
1188,0,Existing Client,NP_Client,University,Married,0.0,21,18.0,2.0,C,Sales,Owned,1,B,300,0,6.0,9.0,18.0
1189,0,Existing Client,P_Client,Diploma,Married,2.0,5,23.0,4.0,C,Branch,Owned,1,H,70,0,4.6,11.5,7.666666666666667
1190,0,Non Existing Client,NP_Client,University,Married,1.0,15,30.0,1.0,C,Sales,Owned,1,B,13,0,15.0,15.0,15.0
1191,0,Existing Client,NP_Client,University,Married,0.0,10,36.0,3.0,G,Sales,Owned,1,C,19,1,9.0,18.0,36.0
1192,0,Non Existing Client,NP_Client,University,Alone,0.0,10,24.0,10.0,C,Branch,Parents,1,B,1,0,2.1818181818181817,12.0,24.0
1193,0,Existing Client,P_Client,Master/PhD,Alone,2.0,27,86.0,2.0,G,Branch,Owned,1,H,320,0,28.666666666666668,43.0,28.666666666666668
1194,0,Non Existing Client,NP_Client,University,Married,0.0,15,36.0,1.0,C,Sales,Owned,1,D,2,0,18.0,18.0,36.0
1195,0,Non Existing Client,NP_Client,University,Married,0.0,1,25.0,1.0,C,Sales,Owned,1,B,6,0,12.5,12.5,25.0
1196,0,Existing Client,NP_Client,University,Married,4.0,16,54.0,8.0,C,Sales,Owned,1,L,357,0,6.0,27.0,10.8
1197,0,Non Existing Client,NP_Client,University,Married,2.0,10,36.0,10.0,C,Sales,Owned,2,B,1,1,3.272727272727273,12.0,12.0
1198,0,Non Existing Client,NP_Client,University,Married,0.0,4,18.0,2.0,C,Sales,Owned,1,B,0,1,6.0,9.0,18.0
1199,0,Non Existing Client,NP_Client,University,Alone,0.0,30,18.0,2.0,C,Sales,Owned,1,B,1,0,6.0,9.0,18.0
1200,0,Non Existing Client,NP_Client,University,Married,0.0,10,18.0,2.0,C,Sales,Owned,1,D,2,1,6.0,9.0,18.0
1201,0,Non Existing Client,NP_Client,University,Married,0.0,15,50.0,1.0,G,Sales,Owned,1,C,6,0,25.0,25.0,50.0
1202,0,Existing Client,P_Client,University,Married,2.0,1,25.0,1.0,C,Sales,Owned,1,B,2674,0,12.5,12.5,8.333333333333334
1203,0,Existing Client,P_Client,Master/PhD,Alone,2.0,20,200.0,25.0,P,Branch,Owned,1,E,2555,0,7.6923076923076925,100.0,66.66666666666667
1204,0,Non Existing Client,NP_Client,University,Married,4.0,1,36.0,1.0,C,Sales,Owned,1,B,1,0,18.0,18.0,7.2
1205,0,Existing Client,NP_Client,University,Alone,0.0,14,18.0,1.0,C,Branch,Owned,1,B,2091,1,9.0,9.0,18.0
1206,0,Non Existing Client,NP_Client,University,Married,0.0,7,18.0,2.0,C,Branch,Owned,2,B,0,1,6.0,6.0,18.0
1207,0,Non Existing Client,NP_Client,University,Married,1.0,22,80.0,2.0,C,Sales,Owned,1,D,1,0,26.666666666666668,40.0,40.0
1208,0,Non Existing Client,NP_Client,University,Married,0.0,5,20.0,1.0,C,Sales,Owned,1,B,1,0,10.0,10.0,20.0
1209,0,Non Existing Client,NP_Client,University,Married,3.0,51,18.0,2.0,C,Sales,Owned,1,B,3,0,6.0,9.0,4.5
1210,0,Existing Client,NP_Client,University,Alone,0.0,10,36.0,3.0,C,Sales,Owned,2,B,769,1,9.0,12.0,36.0
